entity1	theme	entity2
3-methyladenine	treatment	tbi
3np	treatment	hd
17_alpha-hydroxyprogesterone	treatment	ovaries
12-o-tetradecanoylphorbol-13-acetate	treatment	hep-g2
18f-fdg	treatment	head_and_neck_cancer
2-asd_ii	treatment	aortic_aneurysm
-3_fatty_acids	treatment	atherosclerosis
4-amino-1-hydroxybutylidene-1,1-bisphosphonate	treatment	postmenopausal_osteoporosis
13c-ubt	treatment	pylori_infection
13-mtd	treatment	bladder_cancer
3-nitropropionic_acid	treatment	brain_injury
14c-thymidine	treatment	asfv
2,3_diamino-phenazine	treatment	diabetic
4-ap	treatment	contractures
3,5-dimethoxyphenol	treatment	taxus_poisoning
10-deoxy-10-c-morpholinoethyl	treatment	cytotoxicity
1,4-dihydropyridine	treatment	cancer
3,7-dimethyl-1-propargylxanthine	treatment	depressor
4-terpineol	treatment	hep-g2_hepatocellular_carcinoma
131i	treatment	papillary_meningioma
177lu-octreotate	treatment	neuroendocrine_tumors
3-hydroxymethyl-3-glutaryl_coenzyme_a	treatment	dyslipidemia
2-ohe1	treatment	pca
2-hydroxyglutarate	treatment	acute_myeloid_leukemia
1,5-anhydroglucitol	treatment	subclinical_cardiovascular_disease
4-pregnen-20-alpha-one	treatment	ovarian_venous_blood_and_ovaries
3-ppp	treatment	dyskinesias
4tcna	treatment	endometrial_adenocarcinoma
1,1-dichloroethylene	treatment	liver_and_kidney_damage
4-ap	treatment	epileptiform_activity
3-oh-ga	treatment	neuronal_damage
3,4-benzpyrene	treatment	chromosome_aberrations
1,2-diamino-4,5-dibromobenzene	treatment	pancreatic_cancer
13-hode	treatment	adenoma
25-hydroxyvitamin_d	treatment	weight_loss
4-methylumbelliferone	treatment	malignant_tumors
25-oh-d	treatment	coronary_heart_disease
108/124	treatment	cancers
3,4-dihydroxyphenylacetic_and_homovanillic_acid	treatment	dyskinesia
1,5-anhydro-d-glucitol	treatment	af
1-deoxynojirimycin	treatment	colorectal_cancer
1,8-cineole	treatment	neuropathic_pains
12-o-tetradecanoyl-phorbol-13_acetate	treatment	pkc
3-hydroxy-3-methylglutaric_aciduria	treatment	multicarboxylase_deficiency
2-chlorodeoxyadenosine	treatment	pituitary_stalk_infiltration
18f-fluorodeoxyglucose	treatment	hodgkin_lymphoma
1-desamino-8-d-arginine_vasopressin	treatment	thrombocytopenia
3-methoxy-4-hydroxyphenylglycol	treatment	depressed
14c_alpha-amino-isobutyric_acid	treatment	infection
1-carboxamide	treatment	tumours
3,4-dihydroxyphenylacetic_acid	treatment	anoxia
11-cis-retinal	treatment	lca
4-abp	treatment	tumors
3-nitropropionic_acid	treatment	embryonal_carcinoma
2,4-dimethylaniline	treatment	hepatic_cholangiofibrosis
1-palmitoyl-2-arachidonyl-sn-glycerol-3-phosphocholine	treatment	atherosclerotic_lesions
2-aminopurine	treatment	quadruple_mutant_deficient
3-methylcrotonyl-coa	treatment	reye_syndrome-like_illness
18f-dopa_pet	treatment	tumour
4-phenylbutyrate	treatment	alc
2-dg	treatment	blood_cancer
17-beta_estradiol	treatment	breast_carcinoma
1-hexylcarbamoyl-5-fluorouracil	treatment	breast_cancer
18f-fdg	treatment	gastric_adenocarcinoma
1,25-dihydroxyvitamin_d	treatment	liver_disease
18f-naf	treatment	gastric_mucinous_cancer
2-arachidonoylglycerol	treatment	osteoarthritis
18-f-fluorodeoxyglucose_positron	treatment	autosomal_dominant_polycystic_kidney_disease
2-aminofluorene	treatment	leukemia
18-hydroxy-11-deoxycorticosterone	treatment	hypertension
24h	treatment	cardiovascular_risk
17-hydroxycorticosteroids	treatment	cancers
18f-2-deoxy-d-glucose	treatment	lung_cancer
4-phenylbutyrate	treatment	acute_kidney_injury
3h-thymidine	treatment	leukocytosis
124-amino-acid	treatment	pancreatic_loop
10-methylene_tetrahydrofolate	treatment	ts
1-methyl-4-phenylpyridinium	treatment	pd
104e	treatment	asbestos
2-iminobiotin	treatment	hypoxia-ischaemia
5,6-dichloro-ribifuranosylbenzimidazole	treatment	colon_cancer
5-aminolevulinic_acid	treatment	tumour
177lu-psma-617	treatment	prostate_cancer
25-ohd	treatment	copd
2-mercaptoethanol	treatment	induction_period
12-o-tetradecanoyl_phorbol_13-acetate	treatment	pkc
4-oha	treatment	postmenopausal_breast_cancer
3-brpa	treatment	gastric_cancer
12-o-tetradecanoylphorbol-13-acetate	treatment	papillomas
4-methylbenzenecarbothioamide	treatment	pain
4-diamino-diphenylsulfone	treatment	leprosy
4-hydroperoxycyclophosphamide	treatment	toxicity
13c-glucose	treatment	ischemic
17-aag	treatment	tumors
17ss-estradiol	treatment	reduced_bone_turnover
1,25-dihydroxy_vitamin_d3	treatment	hepatoma
2-deoxy_d-glucose	treatment	inhibition_of_n-linked_glycosylation
4-o-pentyl-gabosine_d	treatment	cancer
1-oleoyl-2-acetyl-glycerol	treatment	adhesion
3-methoxy-4-hydroxyphenylglycol	treatment	depressive_episode
5-aminolevulinic_acid	treatment	actinic_keratoses
2-mppa	treatment	dependence
1,4-naphthoquinone	treatment	cancer
17-beta-estradiol	treatment	pcos
17-ketosteroid	treatment	carcinoma_of_the_prostate
4-bromo-2,5-dimethoxyamphetamine	treatment	diffuse_vascular_spasm
1-napththylisothiocyanate	treatment	biliary_duct_necrosis
3-ap	treatment	ca
3h-thymidine	treatment	astrocytoma
3-indoipyruvate	treatment	convulsions
13c-aminopyrine	treatment	hepatitis
5-aminolaevulinic_acid	treatment	endometriosis
17beta-estradiol	treatment	myocardial_infarction
3-methylcholanthrene	treatment	double_negative
4-hydroxynonenal	treatment	inflammation
1-alkyl-2-acyl-sn-glycero-3-phosphocholine	treatment	alveolar
25-oh-vitd	treatment	ssc
2-chlorodeoxyadenosine	treatment	chronic_lymphocytic_leukaemia
18f-fdg	treatment	anterior_middle_neck_tumor
1-methylxanthine	treatment	anoxia
2-b4o	treatment	autoimmune_diseases
1-octanol	treatment	ovarian_adenocarcinoma
4-chloro-o-phenylenediamine	treatment	tumors
1,2-dioleoyl-3-trimethylammonium-propane	treatment	antigen-presenting_cells
1,25-dihydroxyvitamin_d	treatment	short_stature_and_skeletal_deformities
15-f2t-isop	treatment	idiopathic_pulmonary_arterial_hypertension
1,5-diheteroarylpenta-1,4-dien-3-one	treatment	cytotoxicity
4fe4s	treatment	xpd
1-ethyl-3-methylimidazolium_hexafluorophosphate	treatment	md
5-aminolevulinic_acid	treatment	bladder_tumors
1,4-benzodiazepine	treatment	autoimmune_disease
2,3,5-triphenyltetrazolium_chloride	treatment	neurological_deficit
3-dcrt	treatment	hepatocellular_carcinoma
4-hpr	treatment	hyperplastic_alveolar_nodules
2-deoxy-d-glucose	treatment	chromosomal_aberrations
1,2-dichlorohexafluorocyclobutane	treatment	amnesia
17-aag	treatment	monocytic_leukemia
123i-imp	treatment	epilepsy
17beta-estradiol	treatment	depression
4-nitroquinoline_1-oxide	treatment	obesity
3-port	treatment	sila
17b-estradiol	treatment	neurodegeneration
4-alpha-phorbol_12,13-didecanoate	treatment	pkc
1h3	treatment	tumors
17b-estradiol	treatment	op
1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine	treatment	neurotoxicity
17-aag	treatment	colorectal_cancer
10-ethyl-10-deaza-aminopterin	treatment	non-small-cell_lung_cancer
1,5-benzothiazepine_calcium	treatment	hypotensive
1-beta-d-arabinofuranosylcytosine	treatment	acute_myelogenous_leukemia
177lu-dotatate	treatment	neuroendocrine_tumours
3,4-benzpyrene	treatment	hypotension
25-hydroxyvitamin_d	treatment	ui
4e	treatment	cancer
14c_fotemustine	treatment	metastases
4-phenylcoumarins	treatment	cancer
1,6-hexanediol_diacrylate	treatment	dermatitis
1,10-phenantroline	treatment	heat_shock
1-o-hexadecyl-2-acetyl-sn-glycero-3-phosphorylcholine	treatment	neutropenia
25-ohd	treatment	fibromyalgia
1,2,4-triazole	treatment	platelet_aggregation
11-deoxycortisol	treatment	congenital_adrenal_hyperplasia
2-oxoglutarate	treatment	toxicity
15-deoxyspergualin	treatment	glomerulonephritis
27-ohc	treatment	cytotoxicity
17-b_estradiol	treatment	cancer
3-hydroxyanthranilic_acid	treatment	precancerous_diseases
3tc	treatment	aids
25-hydroxycholecalciferol	treatment	proteinuria
12a-hydroxyrotenone	treatment	colon_cancer
12-o-tetradecanoylphorbol-13-acetate	treatment	skin_inflammation
3-n-butylphthalide	treatment	thrombosis
5-aris	treatment	prostate_cancer
25-hydroxycholecalciferol	treatment	chronic_renal_failure
1,6-hexamethylene_diisocyanate	treatment	neurotoxicity
12-hydroxyheptadecatrienoate	treatment	hht
1,3-butadiene	treatment	cancer
15-hpete	treatment	trachea
1r,6s-amine	treatment	alpha-galactosidase
3-np	treatment	neuronal_injury
25-oh-vitamin_d	treatment	t2dm
25-hydroxyvitamin_d	treatment	rickets_type_i
2-deoxy-d-glucose	treatment	kb_carcinoma
111in-octreotide	treatment	tumors
1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine	treatment	dyskinetic
3,7-dihydroxy-isoflav-3-ene	treatment	hyperplasia
1,2-dimethyl-3-hydroxypyrid-4-one	treatment	thalassemia
2-dg	treatment	all
2-hydroxychalcone	treatment	breast_cancer
5ac	treatment	mds
140-kd	treatment	juvenile_dermatomyositis
2,4-d	treatment	myotonia
3beta-methoxyserrat-14-en-21beta-ol	treatment	skin_carcinogenesis
4-hne	treatment	breast_cancer
3-np	treatment	evans_blue_leakage
11-deoxycortisol	treatment	11b-hydroxylase_deficiency
3_h-methotrexate	treatment	ependymoblastoma
3-oxo-delta_4-steroid	treatment	cholestatic_liver_failure
3-nitropropionic_acid	treatment	hypothermia
5-aminolevulinic_acid	treatment	skin_lesion
17hpc	treatment	ptb
17-oxyprogesterone_caproate	treatment	endometrial_cancer
4-nerolidylcatechol	treatment	cytotoxicity
17b-estradiol	treatment	insulin-deficient_diabetes
1-beta-d-arabinofuranosylcytosine	treatment	acute_nonlymphocytic_leukemia
2-cda	treatment	mmm
25-hydroxyvitamin_d	treatment	vernal_keratoconjunctivitis
11-dehydrothromboxane_b2	treatment	angina
13-azaprostanoic_acid	treatment	pulmonary_hypertension
11beta-hydroxysteroid	treatment	inflammatory_bowel_disease
2-thiophenytoin	treatment	electroshock_seizures
1-nitroso-1-methyl_urea	treatment	breast_adenocarcinoma
4-abp	treatment	breast_cancer
13-cra	treatment	acute_nonlymphoblastic_leukemia
25-hydroxyvitamin_d	treatment	type
2-oxoadenosine	treatment	cytotoxicity
2,4-dichlorophenoxyacetic_acid	treatment	cho
5,7-dht	treatment	neonatal_lesion
3-nitro	treatment	toxicity
10-hydroxycamptothecin	treatment	cytotoxicity
4-aminopyridine	treatment	epileptiform_activity
18f_fluorocholine	treatment	chronic_liver_disease
1,2-dichloroethane	treatment	copper_nanoparticles
12-0-tetradecanoylphorbol-13-acetate	treatment	pkc
2-propyl-pentanoic_acid	treatment	seizure
2-deoxy-d-glucose	treatment	retard_epileptogenesis
1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine	treatment	behavioral_impairments
4-aminoquinolines	treatment	hcv
11-beta	treatment	hypertension
3-methylcholanthrene	treatment	chl
3-hydroxykynurenine	treatment	inflammation
3h-e2	treatment	tumors
3-isobutyl-1-methylxanthine	treatment	gastrinoma
1-bp	treatment	neurotoxicity
11c-methionine	treatment	glioma
3h-glucose	treatment	hepatic_glucose_production
2,3,5-triphenyltetrazolium_hydrochloride	treatment	cerebral_atrophy
2,4-d	treatment	ms
18f-naf	treatment	cardiac_motion
17-ohp	treatment	ohd
2,4-dinitrophenol	treatment	tumor
4-hydroxyestrone	treatment	bc
2,3,7,8-tetrachlorodibenzo-p-dioxin	treatment	asthma
18alpha-glycyrrhizin	treatment	diabetic
4-androstene-dione	treatment	add
5-aminosalicylic_acid	treatment	inflammatory_bowel_disease
3-np	treatment	cognitive_dysfunction
1,25-dihydroxyvitamin-d3	treatment	renal_osteodystrophy
3-np	treatment	neurotoxicity
17alpha-hydroxyprogesterone	treatment	in_vitro_fertilization
1-nitronaphthalene	treatment	toxicity
25-hydroxyvitamin_d	treatment	hypertensive
1,4-benzenedithiol	treatment	sams
1,2-sn-dag	treatment	pkc
1,8-cineol	treatment	airway_diseases
13-cis-retinoic_acid	treatment	dyslipidemia
13-ra	treatment	increased_squamous_cell_carcinoma
4-hydroxyestrogen	treatment	carcinogenesis
2,4-diaryloxazoles	treatment	suzuki-miyaura_cross-coupling
1-octen-3-ol	treatment	loss_of_dopaminergic_neurons
3-methylindole	treatment	acute_pulmonary_edema
25-hydroxyvitamin_d	treatment	csu
18f-fdg	treatment	tumors
25-hydroxyvitamin_d	treatment	allergic_disease
17-aag	treatment	breast_cancer
2,2-dioxopropyl-n-propylnitrosamine	treatment	tumors
2-cda	treatment	hairy-cell_leukemia
3-dg	treatment	uremia
4-hydroxyglutethimide	treatment	glutethimide_poisoning
18f-fes	treatment	breast_cancer
25-hydroxy-vitamin-d-3	treatment	hypothyroidism
14c	treatment	aqueous_humor
2,4-dinitroimidazole-1-ethanol	treatment	cytotoxicity
131i	treatment	hypothyroidism
1,25-dihydroxyvitamin_d	treatment	leukemia
4-methylumbelliferone	treatment	pancreatic_cancer
3,6-dideoxyhexose	treatment	pseudotuberculosis
125iodine	treatment	malignant_gliomas
239puo2	treatment	carcinogenesis
2,4-diamino-1,6-dihydro-1,3,5-triazine	treatment	malaria
3h	treatment	basophilic_leukemia
2,4_dinitrophenol	treatment	mitochondrial_dysfunction
5,7-dihydroxytryptamine	treatment	degeneration_of_serotoninergic_neurons
17-octadecynoic_acid	treatment	aa
13-cis-retinoic_acid	treatment	depression
3h-noradrenaline	treatment	trachea
25-hydroxyvitamin_d	treatment	deficit_hyperactivity_disorder
1,2-dipalmitoyl-sn-glycero-3-phosphoethanolamine	treatment	cancer
17beta-estradiol	treatment	pd
5,6-dimethylxanthenone-4-acetic_acid	treatment	tumor-vascular_disrupting
1-deprenyl	treatment	seizure
17beta-estradiol	treatment	trauma-hemorrhage
123i-beta-methyl-iodophenylpentadecanoic_acid	treatment	dilated_cardiomyopathy
3-bromopyruvate	treatment	aggressive_lymphoma
17-ketosteroids	treatment	chronic_diseases
2-chloroadenosine	treatment	coronary_dysfunction
5-aminosalicylic_acid	treatment	ileitis
3-caffeoylquinic_acid	treatment	cerebral_infarction
5,7-dihydroxytryptamine	treatment	sleep_disturbances
11-cis-retinal	treatment	hereditary_blindness
17-alpha-thioestradiol	treatment	tumors
18f-fdg	treatment	atherosclerosis
51-cr-chromic-beta-glycerophosphate	treatment	yoshida_tumors
125i	treatment	hypothyroidism
2-phenoxyethanol	treatment	toxicity
10-hcpt	treatment	liver_cancer
3-fat	treatment	prostate_cancer
17-ketosteroids	treatment	testicular_atrophy
4sc-201	treatment	tumors
1-butanol	treatment	tumor
20-hydroxyeicosatetraenoic_acid	treatment	toxicity
4-methylpyrazole	treatment	death
5,6-dimethylxanthenone_4-acetic_acid	treatment	non-small_cell_lung_cancer
1-oleoyl-2-acetyl_diglycerol	treatment	pkc
4-ap	treatment	verapamil_toxicity
3-deoxyoctitols	treatment	glc_and_glc-ms
27-hydroxycholesterol	treatment	hypercholesterolemia
1-aryl-3-amino-1-propanone_hydrochlorides	treatment	cytotoxicity
1-methyl-4-phenylpyridinium	treatment	death
3-deazauridine	treatment	tumor
17b-estradiol	treatment	depressed
13c-hiolein	treatment	steatorrhea
12-o-tetradecanoyl-phorbol_13-acetate	treatment	protein_kinase_c
25-hydroxyvitamin_d	treatment	ms
2,2-diphenyl-picrylhydrazyl	treatment	tpc
3bp	treatment	melanoma
25-hcc	treatment	epileptic
123i-tyr-3-octreotide	treatment	small-cell_lung_cancer
3-br-7-ni	treatment	status_epilepticus
2-cda	treatment	mds
4-hydroxypanduratin_a	treatment	lung_adenocarcinoma
17b-estradiol	treatment	adiposity
17-dmag	treatment	bladder_cancer
17_beta-estradiol	treatment	myocardial_infarct
2-5_oligoadenylate	treatment	infectious_diseases
3-nitro	treatment	characteristic_toxicological_syndrome
2-cda	treatment	lymphoid_malignancies
4-methylumbelliferylguanidinobenzoate	treatment	cystic_fibrosis
18f-fhbg	treatment	prostate_tumor
201tl-chloride	treatment	thyroid_carcinoma
4-nitroquinoline-1-oxide	treatment	genetic_damage
5,7-dihydroxytryptamine	treatment	pain
1,2,3,6-methyl-phenyl-tetrahydropyridine	treatment	pd
19-methyl	treatment	aas
5-aminosalicylic_acid	treatment	colonic_aberrant_crypts_and_tumors
5-asa	treatment	rcts
25-hydroxyvitamin_d	treatment	spinal_cord_injury
123i-metaiodobenzylguanidine	treatment	panic_disorder
17-alpha_hydroxyprogesterone_caproate	treatment	gestational_diabetes
3b-diol	treatment	hpa_axis
57co-bleomycin	treatment	eye_tumors
3_beta-hydroxysteroid	treatment	hsd
3-hydroxy-3-methylglutaric_aciduria	treatment	methylmalonic_aciduria
17b-estradiol	treatment	atherosclerosis
2-mercaptoethanol	treatment	lymphoma
1,4-dimethylphenanthrene	treatment	skin_tumors
4-damp	treatment	cardiovascular_responses
1,4-dioxane	treatment	nd
1,4-naphthoquinone	treatment	colon_cancer
131i	treatment	tumoral_calcinosis
2,5-hexanedione	treatment	peripheral_neuropathy
3tc-tp	treatment	rt
17b-estradiol	treatment	colorectal_cancer
3-methylcholanthrene	treatment	autochthonous_tumors
18b-glycyrrhetinic_acid	treatment	rpcs
4-hydroxynonenal	treatment	metabolic_syndrome
17-beta-estradiol	treatment	atherosclerosis
10398a	treatment	t2dm
2-n-fluorenylacetamide	treatment	choline-deficient
2-cda	treatment	acute_myeloid_leukemia
1-butanol	treatment	adenocarcinoma
4-pba	treatment	inflammation
17-ohp	treatment	idiopathic_hirsutism
4sc-202	treatment	oscc
123i-bmipp	treatment	unstable_angina
1,25-dihydroxyvitamin_d	treatment	rickets
2,3,5-triphenyltetrazolium_chloride	treatment	mcao
2hiv	treatment	pha
3-methylhistidine	treatment	cancers
18f-fdg	treatment	sln
3-cp	treatment	brain_ischemia
25-hydroxyvitamin_d	treatment	primary_hyperparathyroidism
2-brom-alpha-ergocryptine	treatment	amenorrhea
11c-methionine	treatment	urinary_bladder_carcinoma
12-o-tetradecanoyl_phorbol-13-acetate	treatment	tumour
2-cda	treatment	hcl
3-methyladenine	treatment	acute_liver_injury
18f-fdg	treatment	metabolic_tumor
1,25-dihydroxycholecalciferol	treatment	parturient_paresis
1h	treatment	epilepsy
25-hydroxyvitamin_d	treatment	chronic_kidney_disease
17-aag	treatment	cancer
21-oh_ab	treatment	adrenal_failure
1-0-alkyl-2-acetyl-sn-glycero-3-phosphorylcholine	treatment	platelet_aggregation
1.2-diacylglycerol	treatment	dystrophic_mitochondria
2-hydroxy_fatty_acids	treatment	sphingomyelins_of_bovine_kidney_and_intestinal_mucosa
2-naphthylamine	treatment	bladder_carcinogens
17-beta-estradiol	treatment	depression
18f-fdopa	treatment	tumors
2,4,5-tmc	treatment	liver_damage
25-ohd	treatment	psoriatic
3co	treatment	poc
1,4-naphthoquinones	treatment	cancers
18f-fdg	treatment	intrahepatic_cholangiocarcinoma
2-bfi	treatment	stroke
3-ma	treatment	ang
5-aminolevulinic_acid	treatment	basal_cell_carcinomas
3h-proline	treatment	tibia
25-hydroxyvitamin_d	treatment	vertebral_fractures
2-faa	treatment	experimental_rat_hepatocellular_carcinoma
17b-estradiol	treatment	skin_flap_necrosis
4-oht	treatment	death
13nh3-pet	treatment	mi
4-hydroxynonenal	treatment	oxidative_stress
4-hpr	treatment	superficial_bladder_cancer
17-ketosteroids	treatment	genital_carcinoma
12-o-tetradecanoylphorbol_13-acetate	treatment	pkc
5-aminolevulinic_acid	treatment	cancer
1,4-butanediol	treatment	overdoses
2-aminothiophenol	treatment	dermatitis
25-hydroxyvitamin_d3	treatment	primary_biliary_cirrhosis
18f-fdg	treatment	breast_cancer
17-hydroxycorticosteroid	treatment	circulatory_failure
25-ohd	treatment	sca
18f-fdg	treatment	metastasis
4-demethoxydaunorubicin	treatment	tumors
25-hydroxyvitamin_d	treatment	ls_bmd_gains
25-ohd3	treatment	uc
3-vo	treatment	metabolic_disorders
4-ooh-if	treatment	sarcoma
1,2-dimethylhydrazine	treatment	renal_cell_tumors
2-methylserotonin	treatment	pain
2-me-l	treatment	tumor
239puo2	treatment	lung_tumors
25-hydroxycholecalciferol	treatment	hypoglycemia
3-hydroxy-3-methylglutaryl_coenzyme_a	treatment	hypercholesterolemic
4-hba	treatment	cerebral_infarct
2-dg	treatment	hyperthermia
24s-oh-chol	treatment	dementia
17-dimethylaminoethylamino-17-demethoxygeldanamycin	treatment	tumors
3,5-dimethoxy_and_3,4,5-trimethoxy	treatment	chronic_lymphocytic_leukemia
1,3-butadiene	treatment	macrocytic-megaloblastic_anemia
17_beta-hydroxy-c19-steroid	treatment	dependence
24-hydroxycholesterol	treatment	neurotoxic
2,5-hexanedione	treatment	memory_deficit
1-methyl-1-nitrosourea	treatment	mammary_tumors
4-methyl-2,6-diisobornylphenol	treatment	transient_cerebral_ischemia
2-hg	treatment	epigenetic_dysregulation
18f-labeled_fluconazole	treatment	candidal_infections
1-ebio	treatment	epileptiform_activity
17beta-estradiol	treatment	ovarian_cancer
2,3,7,8_tetrachlorodibenzo-p-dioxin	treatment	toxicity
13-hpotre	treatment	skin_cancer
1,4-diethynylbenzene	treatment	self-assembled_monolayers
2,4-diamino-6-piperidinopyrimidine-3-oxide	treatment	androgenetic_alopecia
4-nitroquinoline-1-oxide	treatment	intra-oral_palatal_squamous_cell_carcinomas
17-hydroxycorticosteroid	treatment	liver_disease
18f-fludeoxyglucose	treatment	head_and_neck_cancer
123i-imz	treatment	anxiety_disorder
12-o-tetradecanoylphorbol_13-acetate	treatment	sister_chromatid_exchanges
17b-estradiol	treatment	breast_cancer
3-brpa	treatment	colon_cancer
1,6-diphosphate	treatment	diabetic
4-hydroxy-5-phenyl-1,3-oxazaperhydroin-2-one	treatment	toxicities
2-hxmp	treatment	toxicity
11b-hydroxysteroid	treatment	type
2-np	treatment	toxicity
1-methyl-4-phenylpyridinium	treatment	cytotoxicity
17aag	treatment	malignancies
4-mei	treatment	mi
13-cis_ra	treatment	atl
13c-methacetin	treatment	primary_biliary_cirrhosis
5-asa	treatment	colitis-associated_cancer
4f-pcc	treatment	bleeding
17-ketosteroid	treatment	testicular_disorders
17ohp	treatment	cah
4-aminopyridine	treatment	inflammatory_demyelinating_disease
3-pg	treatment	hypoxia
1-methylthio-3-pentanone	treatment	fungal_growth_reduction
1-nitropyrene	treatment	lung_lesions
25-hydroxyvitamin_d	treatment	cerebrovascular_abnormalities
1,3-butanediol	treatment	ketonemia
3,4-dihydroxyacetophenone	treatment	obese
12-o-tetradecanoylphorbol-13-acetate	treatment	skin_tumors
18f-fdg	treatment	hepatocellular_carcinoma_liver_lesions
5-aminolaevulinic_acid	treatment	neoplasia
2,3-diphosphoglycerate	treatment	hh
18f-fluorodeoxyglucose	treatment	tumors
2,3-dinor-txb2	treatment	platelet_aggregation
3-methyl-5-phenylpentanol	treatment	toxicity
2-tetradecylglycidic_acid	treatment	carnitine_palmitoyltransferase
13c-bicarbonate	treatment	helicobacter_pylori_infection
2-butoxyacetic_acid	treatment	hereditary_spherocytosis_and_sickle_cell_disease
1,4-dimethanesulfonyloxbutane	treatment	chronic_granulocytic_leukemia
17-oh_progesterone	treatment	a_21-hydroxylase_deficiency
18_f-fdg	treatment	cardiac_and_skeletal_muscle
2-deoxyglucose	treatment	schizophrenia
1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine	treatment	neuronal_death
2-n-di-n-butylaminoethanol	treatment	convulsions
3co	treatment	ssi
12-o-tetradecanoylphorbol-13-acetate	treatment	pld
14c-pmm	treatment	sarcoma
1-deoxynojirimycin	treatment	diabetes_mellitus
5-asa	treatment	refractory_distal_ulcerative_colitis
4-hpr	treatment	neuroblastoma
12-o-tetradecanoylphorbol-13-acetate	treatment	pancreatic_cancer
25-oh-vitamin_d	treatment	adhd
4-aminopyridine	treatment	ganglia
2-aa	treatment	pseudomonas_aeruginosa_infection
4-phenylbutyric_acid	treatment	ers
2-propyl-1-pentanol	treatment	lung_cancer
2-difluoromethylornithine	treatment	leukaemia
2-arachidonoyl_glycerol	treatment	depression
16-alpha-123i-iodoestradiol-17-beta	treatment	tumor
17-dimethylaminoethylamino-17-demethoxy-geldanamycin	treatment	hepatoma
4-nitroimidazole	treatment	tuberculosis
3,5-dmap	treatment	cytotoxicity
10-thiastearic_acid	treatment	protozoan_crithidia_fasciculata
3-methylcholanthrene	treatment	leukaemia
25-hydroxyvitamin_d3	treatment	depressive_symptoms
3-nitropropionic_acid	treatment	hd
3h-thymidine	treatment	arthritis
4-app	treatment	hdl
3-aminopropyltriethoxysilane	treatment	reflux_agitation
111indium_pentetreotide	treatment	neural_crest_tumors
20-hydroxyecdysone	treatment	alkaline_phosphatase
3-nitrotyrosine	treatment	sals
4-nc	treatment	cytotoxicity
2,4-dichlorophenoxyacetate	treatment	subacute_skeletal_myopathy
5,6-dimethylxanthenone-4-acetic_acid	treatment	tumour_necrosis
25-oh-vd3	treatment	nephritis
3-aminobenzamide	treatment	osteosarcoma
1,4-benzoxazepin-2,6-dichloropurine	treatment	breast_cancer
1-methyl-4-phenyl-1,2,3,4-tetrahydropyridine	treatment	pd
5-aminosalicylate	treatment	colorectal_cancer
5-aminolevulinic_acid	treatment	skin_cancers
17beta-estradiol	treatment	aortic_atherosclerosis
15d-pgj2	treatment	cytotoxicity
1,2-dce	treatment	brain_edema
1-aminocyclopentanecarboxylic_acid	treatment	cancer
18f-fluorodeoxyglucose	treatment	colorectal_cancer
1,2-sn-diacylglycerols	treatment	protein_kinase_c
5-aminolevulinic_acid	treatment	acne_vulgaris
4-ipp	treatment	mm
5-ala	treatment	toxicity
17beta-estradiol	treatment	brain_ischemia
18f-fdg	treatment	neoplastic_disease
3,4-methylenedioxymethamphetamine	treatment	serotonin_dysfunction
4-vo	treatment	chronic_cerebral_hypoperfusion
18f-fedac	treatment	ra
25-oh_vitamin_d	treatment	asthma
18f-fdg	treatment	cancer
4-o-mh	treatment	ad
2,4,6-tribromophenol	treatment	flame_retardant
1,25-dihydroxyvitamin_d	treatment	malignancy
25-dihydroxyvitamin_d3	treatment	bca
3-nt	treatment	allergic_asthma
1-phenylcyclohexene	treatment	toxicity
4-chloro-e2	treatment	elicited_weaker_beta-galactosidase_activity
16-amino-acid	treatment	rrf
17b-estradiol	treatment	vasomotor_symptoms
3-methyladenine	treatment	brain_damage
2-apb	treatment	mlc
1h-mrsi	treatment	schizophrenia
25-hydroxyvitamin_d	treatment	age-related_macular_degeneration
17-ohcs	treatment	tropical_pulmonary_eosinophilia
4-methoxyequilenin	treatment	breast_cancer
3-hydroxy-3-methyl-glutaryl_coenzyme_a	treatment	cardiovascular_events
14-deoxy-11,12-didehydroandrographolide	treatment	allergic_airway_inflammation
177lu-dota-tate	treatment	gastroenteropancreatic_neuroendocrine_tumors
2-chlorodeoxyadenosine	treatment	chronic_lymphocytic_leukemia
5123tc	treatment	morris_hepatoma
5-aminolevulinic_acid	treatment	squamous_cell_carcinoma
25-oh_vitamin_d	treatment	breast_cancer
3-chlorotyrosine	treatment	chronic_kidney_disease
25-hydroxy_vitamin_d	treatment	inflammatory_bowel_diseases
4-demethoxydaunorubicin	treatment	breast_cancer
18f-choline	treatment	tumor
23,24-dihydrocucurbitacin_b	treatment	breast_cancer
1,25-dihydroxyvitamin_d3	treatment	rat_osteosarcoma
2-chlorodeoxyadenosine	treatment	multiple_sclerosis
4-hydroxytamoxifen	treatment	breast_cancer
4-hydroxybutyric_acid	treatment	neurometabolic_disorder
1_alpha-hydroxycholecalciferol	treatment	renal_osteodystrophy
20-hete	treatment	hypertension
1-arylsulfonyl-2-imidazolidinones	treatment	hyperglycemic
2-chlorodeoxyadenosine	treatment	tumors
